variant,architecture,parameters,mean_train_mae_mah,mean_validation_mae_mah,min_validation_mae_mah,max_validation_mae_mah,mean_high_headwind_mae_mah,mean_max_underprediction_mah,seed_range_mah,train_validation_gap_mah
f2_corrected_fixed,128-64,14209.0,7.562334208222999,44.60216551006807,43.66275251712532,45.936498627481875,100.31539118763716,446.1135903377196,2.273746110356555,37.03983130184507
f2_corrected_fixed,128,6017.0,4.059663002220853,48.04343492239386,46.28753680322671,51.035514831476235,103.07685583644418,393.1409205325963,4.747978028249527,43.983771920173005
f2_corrected_fixed,16-16-16-16-16-16-16-16-16-16,3201.0,17.06688570956356,163.40670214286575,117.2122569121767,192.81539053051287,221.52744373373824,679.3714600389951,75.60313361833617,146.3398164333022
f2_corrected_fixed,16-16-16-16-16,1841.0,7.148259454633128,56.24616287041275,51.149998922365405,62.805927860272845,111.68323386974946,490.36922507116697,11.65592893790744,49.097903415779626
f2_corrected_fixed,16,753.0,7.031818896101737,57.45508876019877,49.04815995914231,66.65090536523248,107.2915358947843,386.47111635738776,17.602745406090165,50.42326986409703
f2_corrected_fixed,256,12033.0,9.325191038152056,46.414986520550144,44.12101740182079,47.975355349560104,97.64168167998344,399.18927365893387,3.8543379477393174,37.08979548239809
f2_corrected_fixed,32-16,2017.0,4.868354221114809,55.1373889605098,50.104372000683824,58.979033320414416,102.47679606551485,397.429886518491,8.874661319730592,50.269034739394996
f2_corrected_fixed,32,1505.0,4.688580446966255,65.47979523554314,61.71005466952651,71.52871358300851,125.4919433386864,424.96164334438646,9.818658913482004,60.79121478857688
f2_corrected_fixed,512,24065.0,14.759705406633623,48.95762213462063,42.058175225904016,52.56221357917857,95.44909749082092,420.1820804284151,10.504038353274552,34.19791672798701
f2_corrected_fixed,64-32-16,5569.0,6.28145155310719,48.81337271309298,44.243808520183634,55.51678775391905,99.88927906458319,470.2252117927778,11.272979233735413,42.53192115998579
f2_corrected_fixed,64-32,5057.0,7.936125305287831,47.34650387941224,44.47515849022532,50.99930961354119,101.70438139165692,443.1197861513835,6.524151123315875,39.41037857412441
f2_corrected_fixed,64,3009.0,5.764261354299219,61.539585555658014,57.42350931221598,69.57641104174851,116.44537608374993,429.30829972786887,12.152901729532537,55.7753242013588
f2_corrected_learned,1024,48129.0,17.029595821495125,44.125877477520646,35.75900510219261,60.34841294579708,81.43361051423445,360.3914630376362,24.58940784360447,27.09628165602552
